Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,anomaly_score_if,risk_category
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0,0.6262747996743602,sedang
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,19658,5220,3,No,11,3,3,1,27,2,3,5,2,1,0,0.46498677990550963,rendah
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,No,15,3,4,1,11,3,3,10,8,0,7,0.1525148136201675,rendah
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,2,18,2,3,18,15,14,12,0.48319190869850553,rendah
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,No,12,3,4,1,15,5,3,14,11,2,9,0.19025107859990065,rendah
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,No,17,3,1,3,9,2,2,4,3,0,2,0.23487819889074713,rendah
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,0,No,13,3,4,0,10,2,1,9,2,3,8,0.47224662902359066,rendah
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,No,19,3,1,2,10,3,3,10,7,3,9,0.4334505647042795,rendah
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2,0.41465316286352244,rendah
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,No,17,3,3,0,15,3,3,13,12,6,0,0.4689234327431841,rendah
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,No,11,3,1,1,8,2,1,8,4,7,7,0.3161925960713309,rendah
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3,0.3313940406478947,rendah
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2,0.49164665297644716,rendah
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2,0.6622125269877879,tinggi
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2,0.43412369732333533,rendah
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,3760,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3,0.44958061908860664,rendah
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,No,17,3,1,0,5,0,3,3,2,0,2,0.2699856530573113,rendah
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,No,13,3,3,0,6,0,2,4,2,1,2,0.34079052791330133,rendah
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3,0.32912795329242145,rendah
29,No,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,5869,23413,9,No,11,3,3,0,8,2,3,5,2,1,4,0.28322745239384667,rendah
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,No,12,3,3,2,9,6,3,3,2,0,2,0.19664842626432813,rendah
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,No,17,3,3,2,7,6,3,7,7,0,7,0.41194871022933727,rendah
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,No,21,4,3,0,7,3,3,5,4,1,0,0.2900222615597017,rendah
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,No,16,3,2,2,27,2,3,4,2,1,2,0.5557581858849662,rendah
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,No,15,3,3,3,19,3,3,14,11,1,11,0.49455671925326045,rendah
20,No,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,2783,13251,1,No,19,3,1,0,2,3,3,2,2,2,2,0.4260265106032363,rendah
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,No,12,3,3,1,11,2,3,11,8,7,9,0.1162789295106193,rendah
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,No,11,3,3,0,15,4,3,4,3,1,3,0.1363458684583206,rendah
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12,0.3433454622297067,rendah
36,No,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,No,15,3,3,0,4,6,3,3,2,1,2,0.30596714984341117,rendah
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,No,20,4,1,1,13,3,3,5,4,0,4,0.26334060231480305,rendah
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,17426,18685,3,No,25,4,3,1,36,6,3,10,8,4,7,0.706816213723859,tinggi
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,No,24,4,1,1,14,3,3,14,10,6,11,0.5640251838426323,rendah
35,Yes,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7,0.7171352036649534,tinggi
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,No,15,3,4,2,19,4,4,13,11,2,9,0.4192379541340952,rendah
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9,0.35565128451029143,rendah
33,No,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,No,14,3,3,2,6,5,3,6,2,0,4,0.2983172466081937,rendah
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,No,13,3,3,2,10,4,2,9,5,1,6,0.17017554421589717,rendah
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,No,11,3,1,2,10,2,3,10,0,0,2,0.24216722565917598,rendah
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2,0.2870894675365068,rendah
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,No,22,4,2,0,4,3,3,4,3,3,3,0.5341769952310516,rendah
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,No,14,3,3,3,29,2,3,3,2,1,2,0.5284502584571178,rendah
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,15379,22384,4,No,14,3,1,0,23,2,3,8,7,0,0,0.30872297151177486,rendah
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2,0.2977949190858235,rendah
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,No,11,3,1,0,2,3,3,2,2,0,2,0.39597177942353945,rendah
33,No,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2,0.4006936797935526,rendah
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,No,14,3,2,2,10,2,2,3,2,0,2,0.15513264209394612,rendah
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2,0.3631206482333915,rendah
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2,0.30853060099399854,rendah
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,No,19,3,4,1,7,5,2,0,0,0,0,0.3654445815224439,rendah
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,No,15,3,3,0,11,2,3,4,3,1,2,0.1750238854410227,rendah
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7,0.621549367165164,sedang
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,No,12,3,1,0,1,2,3,1,0,0,0,0.2549427237465485,rendah
26,No,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,No,20,4,3,0,7,5,3,7,7,5,7,0.39457272558968276,rendah
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,No,12,3,4,1,8,1,3,4,2,1,2,0.345422986715154,rendah
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,No,14,3,3,1,15,3,4,15,10,4,13,0.3779954255268248,rendah
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,No,20,4,3,1,19,2,4,1,0,0,0,0.42962904545139086,rendah
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,No,18,3,4,3,14,6,3,14,11,2,13,0.5036110725963902,rendah
37,No,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,No,14,3,3,2,6,2,2,6,3,1,3,0.4558769553134602,rendah
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,No,12,3,2,0,10,3,3,10,9,8,7,0.21888711689110205,rendah
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2,0.501112400967792,rendah
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7,0.189938680975856,rendah
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4,0.4413143453206169,rendah
43,No,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8,0.38444562686790834,rendah
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,No,16,3,4,1,5,1,3,5,3,0,4,0.10181535824616364,rendah
41,No,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,No,12,3,2,0,10,3,3,10,8,8,7,0.32981498246844854,rendah
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,2974,25412,9,No,17,3,3,1,9,2,3,5,3,1,2,0.24486012214371977,rendah
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,No,15,3,3,0,17,2,2,13,7,6,7,0.3588677414131455,rendah
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3395,3,No,23,4,4,1,25,3,2,23,15,14,4,0.5925020205693373,sedang
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,No,11,3,3,1,1,2,3,1,0,0,0,0.4390807528996456,rendah
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,No,11,3,3,0,25,3,1,23,5,14,10,0.7735223535766438,tinggi
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,No,15,3,3,3,3,3,4,3,2,0,2,0.34174139296059974,rendah
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,16704,17119,1,No,11,3,3,0,21,2,3,21,6,8,6,0.5691228140676131,rendah
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,No,13,3,1,1,10,3,2,5,2,1,3,0.23705089227334347,rendah
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,No,14,3,4,1,6,2,4,5,2,0,3,0.09391678979598934,rendah
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,No,19,3,2,1,10,4,3,3,2,1,2,0.29062341223002686,rendah
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0,0.3065580412336553,rendah
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,No,13,3,2,3,6,2,4,6,2,1,2,0.37295186936186414,rendah
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,5562,9697,6,No,14,3,4,0,19,3,3,10,7,0,9,0.0965948249299417,rendah
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,No,16,3,2,1,17,3,3,7,7,0,7,0.18476475632527992,rendah
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,1,No,12,3,2,1,10,2,2,10,0,0,8,0.20509824465265994,rendah
47,No,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,4978,3536,7,No,11,3,4,1,4,3,1,1,0,0,0,0.4492994923219947,rendah
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,10368,5596,4,Yes,12,3,2,1,13,5,2,10,6,0,3,0.31711934981951134,rendah
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,6134,8658,5,Yes,13,3,2,3,16,3,3,2,2,2,2,0.4673272845751991,rendah
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6735,12147,6,No,15,3,2,0,10,2,3,0,0,0,0,0.3342655093995488,rendah
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,3295,12862,1,No,13,3,3,0,3,3,1,3,2,1,2,0.27382257980320374,rendah
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,2,No,20,4,4,0,9,3,2,5,4,1,4,0.6491156807244233,tinggi
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Yes,15,3,4,1,9,2,3,9,8,5,8,0.2850880515602603,rendah
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,9610,3840,3,No,13,3,3,1,10,2,1,4,3,0,2,0.3379544826537092,rendah
40,No,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,19833,4349,1,No,14,3,2,0,21,3,2,21,8,12,8,0.6374130762389529,sedang
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,No,21,4,3,2,9,2,4,5,0,0,3,0.5186202879266089,rendah
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,No,16,3,4,0,10,2,3,9,7,0,7,0.4059104529142399,rendah
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,2145,2097,0,No,14,3,4,1,3,2,3,2,2,2,1,0.4565675134681022,rendah
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,2180,9732,6,No,11,3,3,1,6,0,2,4,2,1,2,0.39944075400881773,rendah
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,No,19,3,3,1,6,3,3,5,2,0,2,0.18489857872742085,rendah
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,3445,6152,1,No,11,3,3,0,6,5,2,6,2,1,4,0.21589943775721895,rendah
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,No,13,3,3,0,2,3,3,2,2,2,2,0.44127025315391327,rendah
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2,0.3598811806335026,rendah
30,No,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,2,No,11,3,1,1,12,2,3,7,7,1,7,0.37768409045729207,rendah
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,2932,5586,0,Yes,14,3,1,3,6,3,3,5,0,1,2,0.39859578688982217,rendah
33,No,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,5147,10697,8,No,15,3,4,0,13,2,2,11,7,1,7,0.41213403358100564,rendah
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,4507,8191,3,No,12,3,3,0,8,1,4,5,1,0,4,0.3068394287548793,rendah
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,8564,10092,2,Yes,20,4,3,0,11,2,2,0,0,0,0,0.5230790544667173,rendah
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,2468,15963,4,No,14,3,2,1,9,4,2,6,1,0,5,0.2486099192719291,rendah
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,No,13,3,1,3,10,2,3,1,0,0,0,0.39388126779436367,rendah
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,No,13,3,3,1,1,2,3,1,0,0,0,0.25474327035168753,rendah
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,No,16,3,3,1,10,3,3,7,0,1,7,0.0,rendah
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,2718,17674,2,No,14,3,2,0,12,3,3,7,7,0,7,0.2034940968965006,rendah
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,Yes,16,3,3,1,15,2,3,1,0,1,0,0.17892872780322358,rendah
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,9,Yes,16,3,4,1,6,4,3,1,0,0,0,0.4211538740755802,rendah
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8952,8,No,22,4,2,3,7,6,2,5,3,0,4,0.46865783285672735,rendah
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,19038,19805,8,No,12,3,2,3,34,2,3,1,0,0,0,0.5849540916627689,sedang
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,3055,6194,5,No,15,3,4,2,11,2,2,9,8,1,7,0.29481637916272846,rendah
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289,20520,1,No,20,4,2,2,5,2,3,5,3,0,4,0.297616511430772,rendah
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,4001,12313,1,Yes,14,3,3,1,15,3,3,15,14,0,7,0.33227550274191436,rendah
53,No,Non-Travel,661,Research & Development,1,4,Medical,1,Female,60,2,4,Manufacturing Director,3,Married,12965,22308,4,Yes,20,4,4,3,27,2,2,3,2,0,2,0.6304270101186552,sedang
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,3539,5033,0,No,13,3,2,0,10,5,3,9,7,1,8,0.3103769297481717,rendah
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,6029,25353,5,No,12,3,1,0,6,3,3,2,2,2,2,0.3169334157417421,rendah
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,2,Male,31,3,1,Sales Representative,2,Single,2679,4567,1,No,13,3,2,0,1,3,3,1,0,1,0,0.4736443443939907,rendah
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,3702,16376,1,No,11,3,2,1,5,3,3,5,4,0,4,0.27308407041101074,rendah
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,3,Female,79,3,1,Laboratory Technician,1,Married,2398,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,0,0.3652399517130632,rendah
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1,Female,91,2,2,Sales Executive,4,Married,5468,13402,1,No,14,3,1,2,13,3,3,12,7,5,7,0.49083492801226597,rendah
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,53,3,3,Manager,3,Married,13116,22984,2,No,11,3,4,0,15,2,3,2,2,2,2,0.3313122613790775,rendah
37,No,Travel_Rarely,589,Sales,9,2,Marketing,2,Male,46,2,2,Sales Executive,2,Married,4189,8800,1,No,14,3,1,2,5,2,3,5,2,0,3,0.25075661234819846,rendah
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,3,Male,46,3,5,Research Director,4,Divorced,19328,14218,7,Yes,17,3,3,1,24,3,3,2,1,2,2,0.3940541021277071,rendah
36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,4,Male,90,3,3,Healthcare Representative,1,Married,8321,25949,7,Yes,13,3,4,1,15,1,3,12,8,5,7,0.24018452594220605,rendah
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,3,Male,99,3,1,Research Scientist,2,Divorced,2342,11092,1,Yes,12,3,3,3,6,2,2,5,3,2,3,0.4006727474949008,rendah
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,3,Male,89,3,2,Human Resources,2,Divorced,4071,12832,2,No,13,3,3,0,19,4,2,10,0,4,7,0.4051688489742925,rendah
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,3,Male,84,3,2,Sales Executive,4,Single,5813,13492,1,Yes,18,3,4,0,10,2,3,10,7,7,7,0.36621507698403943,rendah
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,4,Male,90,4,1,Research Scientist,1,Married,3143,6076,6,No,19,3,2,1,14,1,3,10,8,7,6,0.2704722430591675,rendah
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,3,Male,82,3,1,Research Scientist,4,Married,2044,5531,1,No,11,3,3,1,5,6,4,5,3,0,3,0.17619011256431452,rendah
39,No,Travel_Rarely,1253,Research & Development,10,1,Medical,3,Male,65,3,3,Research Director,3,Single,13464,7914,7,No,21,4,3,0,9,3,3,4,3,2,2,0.41532888535831214,rendah
46,No,Non-Travel,849,Sales,26,2,Life Sciences,2,Male,98,2,2,Sales Executive,2,Single,7991,25166,8,No,15,3,3,0,6,3,3,2,2,2,2,0.38802433930043073,rendah
40,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,3,Female,99,3,1,Laboratory Technician,1,Married,3377,25605,4,No,17,3,4,1,7,5,2,4,3,0,2,0.22398402024750333,rendah
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,2,Male,95,4,2,Healthcare Representative,1,Married,5538,5696,5,No,18,3,3,2,10,2,2,0,0,0,0,0.21640271604872127,rendah
35,No,Non-Travel,1180,Research & Development,2,2,Medical,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,24442,2,No,14,3,3,1,15,6,3,7,7,1,7,0.27792328855650594,rendah
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,Male,100,3,1,Human Resources,2,Divorced,2592,7129,5,No,13,3,4,3,13,3,3,11,10,3,8,0.5085393322129818,rendah
